models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7548120374565903,0.46321774576538566,6.2,0.015678245389644668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.3939850143724642,9.128828794071069e-05,12.6,0.026343546573055553,1.0,0.0,0.16750874125874124,0.10404220779220778,0.03,0.005,1.1
C,0.3631580416795085,5.349609696005818e-05,13.1,0.0255546130081744,1.0,0.4963547237076649,0.0,0.1423647186147186,0.06999999999999999,0.025,1.9
D,0.3353306979296808,0.00015551064174269924,13.8,0.03164479202940347,1.0,0.6737089381207029,0.35166583416583413,0.0,0.11000000000000001,0.05500000000000001,3.0
E,6.337449461982362e-06,0.000454226264201724,20.0,0.06280713358086051,1.0,0.7449613784907902,0.4027534965034965,0.4022997835497836,0.0,0.14999999999999997,4.5
F,6.35397870697509e-06,0.0004582039189279118,20.0,0.06290865073897618,1.0,0.8115940921823276,0.4949050949050949,0.47693722943722944,0.25999999999999995,0.0,4.5
