models,delta,spacing,onvg,hypervolume,c_1.6.4.0.4.0,c_1.6.4.0.4.1,c_1.6.4.0.4.2,c_1.6.4.0.4.3,c_1.6.4.0.4.4,c_1.6.4.0.4.5,c_1.6.4.0.4.6,c_1.6.4.0.4.7,score
1.6.4.0.4.0,0.7948718060419636,6.095505590802447e-05,9,0.03522193755594718,0.0,0.4444444444444444,0.1111111111111111,0.2727272727272727,0.0,0.06666666666666667,0.0,0.42857142857142855,3
1.6.4.0.4.1,0.8141025748630835,8.675688032226723e-05,9,0.04203928730126899,0.2222222222222222,0.0,0.1111111111111111,0.18181818181818182,0.1111111111111111,0.13333333333333333,0.1,0.14285714285714285,0
1.6.4.0.4.2,0.8141025752665784,7.703086184718013e-05,9,0.041703916663548765,0.5555555555555556,0.8888888888888888,0.0,0.6363636363636364,0.2222222222222222,0.2,0.0,0.5,4
1.6.4.0.4.3,0.7743589858397135,0.3014990141429788,11,0.05786037887932331,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1,0.35714285714285715,2
1.6.4.0.4.4,0.8461538555491379,6.063649230465262e-05,9,0.05222253990449567,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.8181818181818182,0.0,0.3333333333333333,0.0,0.35714285714285715,5
1.6.4.0.4.5,0.6410256714520179,6.746249174235667e-05,15,0.06344981103174752,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6363636363636364,0.4444444444444444,0.0,0.3,0.42857142857142855,6
1.6.4.0.4.6,0.7692307948023343,0.00028602664465369055,10,0.05907141430891226,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.5454545454545454,0.4444444444444444,0.4,0.0,0.35714285714285715,6
1.6.4.0.4.7,0.6883629480093708,6.110362941791144e-05,14,0.0623861519387078,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2727272727272727,0.2222222222222222,0.4,0.4,0.0,2
