models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.986210972296165,0.00016350153259201547,3,0.011108935496832117,0.0,0.0,0.0,0.0,0.0,0
B,0.92590614674155,0.008642736048209957,19,0.14250913189604236,0.6666666666666666,0.0,0.6363636363636364,0.29411764705882354,0.0,2
C,0.9640762158629194,0.0037160752604098925,11,0.061592873445237256,1.0,0.0,0.0,0.11764705882352941,0.0,1
D,0.9381030723585813,0.00474565201839807,17,0.12809377675756145,1.0,0.7894736842105263,0.36363636363636365,0.0,0.0,3
E,0.7605004305758399,0.002463020704438721,99,0.3941726147823028,1.0,1.0,1.0,1.0,0.0,4
