models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9614172904266668,0.008694444382933326,7,0.06733253154458135,645.5996005535126,0.0,0.08333333333333333,0.0,0.0,0.0,0
B,0.9666157334927489,0.01671895364491191,12,0.09233427003173078,1500.770976305008,0.5714285714285714,0.0,0.0,0.0,0.0,1
C,0.9788088443650592,0.004730477787752726,4,0.02062076666569762,299.80907702445984,1.0,0.5,0.0,0.0,0.0,2
D,0.9838120354815827,0.0,2,0.012921492407637652,623.016487121582,1.0,1.0,0.25,0.0,0.0,3
E,0.9464421203406407,0.0019905646033669686,22,0.08247790016230169,504.5299024581909,1.0,1.0,1.0,1.0,0.0,4
