models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0,c_1.6.1.0.4.1,c_1.6.1.0.4.2,c_1.6.1.0.4.3,c_1.6.1.0.4.4,c_1.6.1.0.4.5,c_1.6.1.0.4.6,c_1.6.1.0.4.7,score
1.6.1.0.4.0,0.8091168223202182,0.6324575828058704,10,0.047746607881845184,0.0,0.6666666666666666,0.5384615384615384,0.4166666666666667,0.8,0.9090909090909091,1.0,0.8,7
1.6.1.0.4.1,0.8141025754853645,7.771185782588334e-05,9,0.04270993867620218,0.3,0.0,0.6153846153846154,0.3333333333333333,0.7,0.8181818181818182,1.0,0.9,5
1.6.1.0.4.2,0.7136752356456265,4.6590502800492545e-05,13,0.057085294877229006,0.3,0.3333333333333333,0.0,0.4166666666666667,0.7,0.8181818181818182,0.8461538461538461,0.9,5
1.6.1.0.4.3,0.783216777035129,0.8659779494338933,12,0.08514741284186972,0.3,0.3333333333333333,0.3076923076923077,0.0,0.5,0.8181818181818182,1.0,0.9,4
1.6.1.0.4.4,0.8119658200300838,0.9660648000454886,10,0.0637651324307752,0.3,0.2222222222222222,0.15384615384615385,0.3333333333333333,0.0,0.7272727272727273,0.9230769230769231,0.8,3
1.6.1.0.4.5,0.7743589858136384,0.00012259168080643815,11,0.05642896860350229,0.0,0.0,0.15384615384615385,0.08333333333333333,0.1,0.0,0.8461538461538461,0.7,2
1.6.1.0.4.6,0.7264957397875126,0.2773303933054964,13,0.0699742092034003,0.0,0.0,0.07692307692307693,0.0,0.0,0.18181818181818182,0.0,0.5,0
1.6.1.0.4.7,0.8404558349082191,1.2648761269402684,10,0.07179667445539786,0.1,0.0,0.07692307692307693,0.0,0.1,0.18181818181818182,0.5384615384615384,0.0,1
