models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5612535895942412,0.00040861856857091585,19,0.13534836450380744,0.0,0.23076923076923078,0.10526315789473684,0.05263157894736842,0
"1.6.9.0.4.1_(0.8, 0.2)",0.6923077216576308,0.00028815402567297475,13,0.07135917802583708,0.42105263157894735,0.0,0.10526315789473684,0.05263157894736842,1
"1.6.9.0.4.2_(0.8, 0.1)",0.5612541394990899,0.0009287901253652335,19,0.1999073170351137,0.8421052631578947,0.6153846153846154,0.0,0.5789473684210527,3
"1.6.9.0.4.3_(0.7, 0.2)",0.5384640343746894,0.0009407497583322936,19,0.1980913476185837,0.9473684210526315,0.6923076923076923,0.42105263157894735,0.0,2
