Instance,1.6.1.0.0.1_0.5-mean,1.6.1.0.0.1_0.5-std,1.6.1.0.1.1_0.6-mean,1.6.1.0.1.1_0.6-std,1.6.1.0.2.1_0.7-mean,1.6.1.0.2.1_0.7-std,1.6.1.0.3.1_0.8-mean,1.6.1.0.3.1_0.8-std,1.6.1.0.4.1_0.9-mean,1.6.1.0.4.1_0.9-std,1.6.1.0.5.1_1.0-mean,1.6.1.0.5.1_1.0-std
small_ga-dem1_r25_1_0,9.1,1.6401219466856727,10.2,1.16619037896906,10.1,1.6401219466856727,9.1,1.57797338380595,10.6,2.4979991993593593,11.0,1.3416407864998738
small_ga-dem4_r25_1_40,5.5,1.5,5.8,0.7483314773547882,5.7,1.1,5.1,1.57797338380595,6.8,1.5999999999999999,7.2,2.039607805437114
small_no-dem2_r25_1_40,3.7,1.4177446878757827,2.8,0.6,4.1,1.3,3.7,1.4177446878757827,4.5,1.5,4.0,1.0
small_no-dem3_r25_1_0,8.9,1.374772708486752,8.4,1.8,9.9,2.0223748416156684,9.0,1.61245154965971,9.1,1.7,9.7,1.6155494421403513
small_uu-dem4_r25_1_0,7.5,1.4317821063276353,7.7,1.9519221295943134,8.4,1.3564659966250536,7.6,1.3564659966250536,8.8,0.7483314773547883,8.0,1.6733200530681511
