Instance,1.6.1.0.0.1_0.5-mean,1.6.1.0.0.1_0.5-std,1.6.1.0.1.1_0.6-mean,1.6.1.0.1.1_0.6-std,1.6.1.0.2.1_0.7-mean,1.6.1.0.2.1_0.7-std,1.6.1.0.3.1_0.8-mean,1.6.1.0.3.1_0.8-std,1.6.1.0.4.1_0.9-mean,1.6.1.0.4.1_0.9-std,1.6.1.0.5.1_1.0-mean,1.6.1.0.5.1_1.0-std
small_ga-dem1_r25_1_0,0.804,0.042,0.783,0.031,0.791,0.037,0.818,0.04,0.788,0.067,\textbf{0.778},0.033
small_ga-dem4_r25_1_40,0.889,0.033,0.89,0.022,0.889,0.026,0.902,0.035,0.869,0.035,\textbf{0.856},0.053
small_no-dem2_r25_1_40,0.927,0.032,0.954,0.015,0.921,0.033,0.933,0.035,\textbf{0.919},0.037,0.928,0.024
small_no-dem3_r25_1_0,0.816,0.038,0.826,0.048,\textbf{0.78},0.049,0.819,0.045,0.812,0.049,0.799,0.038
small_uu-dem4_r25_1_0,0.838,0.039,0.835,0.047,0.827,0.033,0.843,0.033,\textbf{0.804},0.024,0.85,0.043
