Instance,1.6.1.0.0.1_0.5-mean,1.6.1.0.0.1_0.5-std,1.6.1.0.1.1_0.6-mean,1.6.1.0.1.1_0.6-std,1.6.1.0.2.1_0.7-mean,1.6.1.0.2.1_0.7-std,1.6.1.0.3.1_0.8-mean,1.6.1.0.3.1_0.8-std,1.6.1.0.4.1_0.9-mean,1.6.1.0.4.1_0.9-std,1.6.1.0.5.1_1.0-mean,1.6.1.0.5.1_1.0-std
small_ga-dem1_r25_1_0,9.1,1.6,10.2,1.2,10.1,1.6,9.1,1.6,10.6,2.5,\textbf{11},1.3
small_ga-dem4_r25_1_40,5.5,1.5,5.8,0.75,5.7,1.1,5.1,1.6,6.8,1.6,\textbf{7.2},2
small_no-dem2_r25_1_40,3.7,1.4,2.8,0.6,4.1,1.3,3.7,1.4,\textbf{4.5},1.5,4,1
small_no-dem3_r25_1_0,8.9,1.4,8.4,1.8,\textbf{9.9},2,9,1.6,9.1,1.7,9.7,1.6
small_uu-dem4_r25_1_0,7.5,1.4,7.7,2,8.4,1.4,7.6,1.4,\textbf{8.8},0.75,8,1.7
