models,delta,spacing,onvg,hypervolume,c_1.6.6.0.0.1,c_1.6.6.0.1.1,c_1.6.6.0.2.1,c_1.6.6.0.3.1,c_1.6.6.0.4.1,c_1.6.6.0.5.1,score
1.6.6.0.0.1,0.8717948809784121,0.0002973011483644488,6,0.02770325942744982,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.1.1,0.8717948809784121,0.0002973011483644488,6,0.02770325942744982,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.2.1,0.8717948809784121,0.0002973011483644488,6,0.02770325942744982,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.3.1,0.8717948809784121,0.0002973011483644488,6,0.02770325942744982,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.1,0.8717948809784121,0.0002973011483644488,6,0.02770325942744982,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.5.1,0.8717948809784121,0.0002973011483644488,6,0.02770325942744982,0.0,0.0,0.0,0.0,0.0,0.0,0
