models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,1.0307764165614355,0.8421052701231089,1.9092642542635355e-06,4,0.006220347163543725,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.4609772411842051,0.47368424995580527,3.5169951292021185e-06,11,0.020105145330144472,1.0,0.0,0.18181818181818182,0.15384615384615385,0.05,0.0,1
C,0.3391165196017665,0.5368421317419725,0.30149890823532666,11,0.025330970745614745,1.0,0.2727272727272727,0.0,0.15384615384615385,0.0,0.05,2
D,0.38729834490259446,0.3684211110048311,0.00012776942686569304,13,0.029271010808810373,1.0,0.2727272727272727,0.36363636363636365,0.0,0.05,0.05,3
E,6.632979393881707e-05,6.492736581959965e-06,0.0004586181899936278,20,0.0628834440315064,1.0,0.45454545454545453,0.36363636363636365,0.38461538461538464,0.0,0.3,5
F,6.654049567579893e-05,6.49123911230116e-06,0.0004571592509009219,20,0.06285599219052514,1.0,0.5454545454545454,0.36363636363636365,0.46153846153846156,0.05,0.0,4
