models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9236058961905521,0.009485932026553807,3,0.06927904068254695,0.0,0.0,0.0,0.0,0.0,0
B,0.9041877924828838,0.005672469874675025,8,0.13736691774433407,1.0,0.0,0.7,0.2,0.0,3
C,0.8700861612697651,0.005322843111818563,10,0.13754136752210483,1.0,0.0,0.0,0.0,0.0,1
D,0.8746959907777309,0.00905374889613902,10,0.1499965367658914,1.0,0.125,0.6,0.0,0.043478260869565216,2
E,0.9172174172143877,0.1100351623167604,23,0.6821798765751993,1.0,1.0,1.0,0.9,0.0,4
