models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5867270157666145,0.235659421806248,18,0.11862915653697037,0.0,0.6,0.375,0.25,1
"1.6.9.0.4.1_(0.8, 0.2)",0.7977208074515227,0.0001678290528754363,10,0.051201181420151204,0.2222222222222222,0.0,0.0,0.0,0
"1.6.9.0.4.2_(0.8, 0.1)",0.6376068816611551,0.00014603527748419145,16,0.08449746719345738,0.6111111111111112,0.8,0.0,0.35,2
"1.6.9.0.4.3_(0.7, 0.2)",0.5357628529220978,0.0008897486603101798,20,0.20257053173085476,0.7777777777777778,0.7,0.5,0.0,3
