models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.6103277963029835,0.7684210623908108,0.8367043461318644,6,0.01553186404187193,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.76485293616964,0.6315789720380569,9.030692961934042e-05,8,0.016082898026237386,1.0,0.0,0.16666666666666666,0.25,0.0,0.0,1
C,0.41533120548196745,0.42105267468305996,0.00012323104994465154,12,0.025963838855647292,1.0,0.75,0.0,0.5,0.15,0.0,3
D,0.5937171085565592,0.42105271231021385,0.00019795146191072362,12,0.030673589827478896,1.0,0.625,0.16666666666666666,0.0,0.05,0.0,2
E,6.650779296872191e-05,6.428292326105899e-06,0.0004585320611170448,20,0.06290151649039027,1.0,1.0,0.3333333333333333,0.75,0.0,0.05,4
F,6.640400095020981e-05,6.420299836391101e-06,0.0004586371832627343,20,0.06291732531248076,1.0,1.0,0.5,0.9166666666666666,0.3,0.0,5
