models,delta,spacing,onvg,hypervolume,c_1.6.9.0.4.0,c_1.6.9.0.4.1,c_1.6.9.0.4.2,c_1.6.9.0.4.3,score
1.6.9.0.4.0,0.3589759679985574,0.0008063554306151191,26,0.22544795931132217,0.0,0.47058823529411764,0.4642857142857143,0.25925925925925924,2
1.6.9.0.4.1,0.6121795100414489,6.558215452013808e-05,17,0.07223508215834415,0.23076923076923078,0.0,0.14285714285714285,0.14814814814814814,0
1.6.9.0.4.2,0.30769341174385645,0.000776811540445817,28,0.23181821680108294,0.2692307692307692,0.4117647058823529,0.0,0.2222222222222222,1
1.6.9.0.4.3,0.33333440201193104,0.0007904699428786862,27,0.22870204287534057,0.38461538461538464,0.35294117647058826,0.5,0.0,3
