models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9289645115776672,0.01050107937672624,11.0,0.10938226941028958,65.26451811790466,0.0,0.007692307692307693,0.01111111111111111,0.006666666666666668,0.0,0.0
B,0.9451288785176514,0.011836822222062967,10.5,0.1108339669359519,127.49948732852936,0.9443278943278944,0.0,0.3625937950937951,0.21141338193969772,0.0,1.8
C,0.9423394366330514,0.010546513693053736,9.5,0.10414504338549488,68.95472121238708,0.9476301476301476,0.2596853146853147,0.0,0.22474595579858736,0.0,1.9
D,0.8996816961249667,0.011698059012115647,15.9,0.18418717518279942,90.47980899810791,0.8384887334887334,0.39308663558663554,0.25295454545454543,0.0,0.0,2.3
E,0.9272439039404483,0.06262609109150877,71.9,0.8327880427724921,102.46986424922943,1.0,1.0,1.0,1.0,0.0,4.0
