models,delta,spacing,onvg,hypervolume,c_1.6.4.0.4.0_0.05,c_1.6.4.0.4.1_0.1,c_1.6.4.0.4.2_0.15,c_1.6.4.0.4.3_0.2,c_1.6.4.0.4.4_0.3,c_1.6.4.0.4.5_0.4,c_1.6.4.0.4.6_0.5,c_1.6.4.0.4.7_0.6,score
1.6.4.0.4.0_0.05,0.8826007392330565,0.13422870814593107,5.8,0.025031418462877986,0.0,0.27511904761904765,0.2571428571428572,0.1601190476190476,0.1529906204906205,0.1669191919191919,0.1689285714285714,0.11250000000000002,0.8
1.6.4.0.4.1_0.1,0.8728449400374936,0.07625793817705982,6.4,0.031096837845405324,0.5147619047619048,0.0,0.4625396825396825,0.38928571428571423,0.28294011544011544,0.24318181818181817,0.3177380952380952,0.2925,2.7
1.6.4.0.4.2_0.15,0.8539316330394507,0.037882134194843195,7.0,0.03177335257336665,0.6174999999999999,0.3572619047619047,0.0,0.3154761904761904,0.2633874458874459,0.25353535353535356,0.25436507936507935,0.21416666666666667,2.6
1.6.4.0.4.3_0.2,0.8567521458967656,0.07869169795373647,6.9,0.03081630444860346,0.645,0.4703571428571428,0.48567460317460326,0.0,0.3513203463203463,0.2508838383838384,0.30706349206349204,0.24749999999999997,3.2
1.6.4.0.4.4_0.3,0.8316890635272044,0.07867959220664739,7.9,0.036831079492458216,0.5979761904761904,0.5271428571428572,0.5325,0.4565476190476191,0.0,0.36073232323232324,0.48611111111111116,0.29666666666666663,4.0
1.6.4.0.4.5_0.4,0.8245604505189176,0.09574327040999672,8.3,0.0388308421399812,0.6482142857142856,0.5210714285714285,0.6002777777777777,0.5333333333333333,0.4358513708513708,0.0,0.4428571428571429,0.35833333333333334,4.9
1.6.4.0.4.6_0.5,0.8404558497554102,0.1939532562817451,7.6,0.03902597425748851,0.6071428571428572,0.5077380952380952,0.5698412698412698,0.4892857142857142,0.3877958152958153,0.3467171717171717,0.0,0.27999999999999997,4.2
1.6.4.0.4.7_0.6,0.810492483254059,0.07258345627003562,8.6,0.04439243702651695,0.6530952380952381,0.48476190476190484,0.6248809523809524,0.5636904761904761,0.47787518037518045,0.415530303030303,0.483531746031746,0.0,5.3
