models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5128206254902045,0.0003013081274131216,20,0.1294754816886651,0.0,0.6666666666666666,0.38095238095238093,0.2777777777777778,1
"1.6.9.0.4.1_(0.8, 0.2)",0.7179487384854111,7.333315189385186e-05,12,0.05085488333952485,0.25,0.0,0.2857142857142857,0.05555555555555555,0
"1.6.9.0.4.2_(0.8, 0.1)",0.5102568099703694,0.0008940691119938526,21,0.20669745047614338,0.55,0.5,0.0,0.5,3
"1.6.9.0.4.3_(0.7, 0.2)",0.5867268962791099,0.0007793241288947245,18,0.16992921085601032,0.55,0.6666666666666666,0.42857142857142855,0.0,2
