models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9342912147406859,0.011898093432726691,5,0.06957398629126896,0.0,0.0,0.0,0.0,0.0,0
B,0.9218895075746563,0.00999750693288348,14,0.12033989712104755,1.0,0.0,0.6,0.55,0.0,3
C,0.9165210283550781,0.006938397004333848,10,0.10361243484874418,1.0,0.07142857142857142,0.0,0.05,0.0,1
D,0.9017693031018713,0.006327567070655529,20,0.16097986422619232,1.0,0.21428571428571427,0.5,0.0,0.0,2
E,0.9785215820080676,0.06594560755656424,64,0.764657232185308,1.0,1.0,1.0,1.0,0.0,4
