models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.9599386202181384,0.01406457513745937,3.7,0.6080186088324899,185.507799577713,0.0,0.2,0.1,0.08333333333333333,0.0,0.6
NetKeys,0.9746780937939226,inf,1.9,0.6209847559145079,271.496040558815,0.4666666666666666,0.0,0.15666666666666665,0.0,0.0,1.0
Prim,0.9687442852640323,inf,3.0,0.6709450118022161,202.7331048965454,0.5,0.4,0.0,0.15833333333333333,0.0,1.2
Kruskal,0.9789407194356274,inf,2.0,0.7187952028319654,224.6070913553238,0.525,0.65,0.5433333333333333,0.0,0.0,1.9
GPrim,0.9595299980927248,0.09633678802402802,6.0,0.8986999522516589,444.2153201818466,1.0,1.0,1.0,1.0,0.0,4.0
