models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9445929777789068,0.005104926796270973,9,0.07449363095929873,141.63369464874268,0.0,0.0,0.0,0.0,0.0,0
B,0.9777287990581235,0.012199226804198281,7,0.07781706230721484,149.762957572937,1.0,0.0,0.8333333333333334,0.0,0.0,2
C,0.9740730729769312,0.023449094581389884,6,0.06746573665707184,113.5828046798706,0.8888888888888888,0.0,0.0,0.0,0.0,1
D,0.9718234870383337,0.009245955019224464,6,0.07610076617419423,124.27519249916077,1.0,0.42857142857142855,0.8333333333333334,0.0,0.0,3
E,1.082996546244062,0.10528906833340641,24,0.5686539173022032,184.6228404045105,1.0,1.0,1.0,1.0,0.0,4
