models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.939878802561612,0.00896805894012229,6,0.07426675089055301,0.0,0.0,0.0,0.0,0.0,0
B,0.9562996171508644,0.022154852771012385,11,0.14704995679723856,1.0,0.0,0.36363636363636365,0.0,0.0,2
C,0.9311860353303952,0.005941276202147162,11,0.13685231743434714,1.0,0.18181818181818182,0.0,0.0,0.0,1
D,0.9214985574753618,0.04136404896272228,16,0.2673632129254909,0.8333333333333334,0.6363636363636364,0.45454545454545453,0.0,0.0,3
E,0.9437069880515444,0.06436115284744465,68,0.7994901988659978,1.0,1.0,1.0,1.0,0.0,4
