models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.9770373822199988,0.029603546116266456,5,0.5542058963613448,659.9638528823853,0.0,0.3,0.0,0.0,0.0,0
NetKeys,0.9688237850006315,0.009136400073404933,10,0.639842360655626,1386.2798976898193,0.4,0.0,0.0,0.0,0.0,1
Prim,0.9886982007541276,0.004099345033235717,5,0.5898689674772178,285.0784125328064,1.0,0.4,0.0,0.3333333333333333,0.0,3
Kruskal,0.9753402871347041,0.0056766672667022695,9,0.6811731816056261,456.74106884002686,1.0,1.0,0.0,0.0,0.0,2
GPrim,0.9479346673789679,0.0013872071914852503,22,0.8141230938264881,471.80000615119934,1.0,1.0,1.0,1.0,0.0,4
