models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.03133670165627023,0.7972415080755816,0.021792022165835125,8,0.6307902603724369,30.320696592330933,0.0,0.4444444444444444,0.0,0.1,0.36363636363636365,0.0,2
NetKeys,0.029817709845452133,0.7940807187590863,0.02419976034230809,9,0.7246839088336541,34.616801023483276,0.375,0.0,0.18181818181818182,0.2,0.6363636363636364,0.0,1
Prim,0.02884843524180527,0.7098135532650492,0.005348310013910022,11,0.7230566882300369,19.285292148590088,0.375,0.7777777777777778,0.0,0.2,0.45454545454545453,0.0,3
Kruskal,0.034860656422870805,0.7410387138903128,0.010030446724781523,10,0.7687854217424883,30.608574390411377,0.625,0.7777777777777778,0.36363636363636365,0.0,0.7272727272727273,0.05,4
HMOEA,0.03174353373792519,0.7319897571769935,0.021106605195099177,11,0.8506520477409247,36.41517877578735,0.125,0.0,0.18181818181818182,0.1,0.0,0.1,0
GPrim,0.0001789085774704229,0.5366010039079285,0.04945677643424597,20,0.8838235242232553,24.916966676712036,1.0,1.0,0.6363636363636364,0.6,0.8181818181818182,0.0,5
