models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6763875133072262,0.7192982799945827,0.0001315093972431913,7,0.029691365140629835,0.0,0.0,0.0,0.0,0.0,0
B,0.5545268699169028,0.6766917813071652,0.46282236999472953,8,0.03880704528238543,1.0,0.0,0.2857142857142857,0.42857142857142855,0.0,1
C,0.7000000351353924,0.71929828831812,0.3779849644671213,7,0.03146921232840236,1.0,0.625,0.0,0.2857142857142857,0.0,2
D,0.7664855205298917,0.7192983068078089,0.37791487270528473,7,0.02999558555304118,1.0,0.625,0.42857142857142855,0.0,0.0,3
E,0.37080994689048313,0.26316223184230125,0.0010338629254447237,15,0.10793043178148566,1.0,1.0,1.0,1.0,0.0,4
