models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9561541236572084,0.016646021053322625,3.6,0.05296258275054304,128.57035484313965,0.0,0.11666666666666665,0.0,0.0,0.0,0.1
B,0.9663438784277562,inf,1.8,0.037759851909849075,163.35341641902923,0.46333333333333326,0.0,0.18333333333333332,0.0,0.0,1.1
C,0.9713938901201666,inf,2.8,0.042184283534924524,110.34302837848664,0.7066666666666667,0.6666666666666667,0.0,0.05,0.0,1.7
D,0.953509695630926,inf,1.4,0.036112820784753204,144.43312039375306,0.6950000000000001,0.7166666666666667,0.65,0.0,0.0,2.5
E,0.923656735787221,0.1822528098065749,6.3,0.4253649508048971,229.79675061702727,1.0,1.0,1.0,1.0,0.0,4.0
