models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.767458989229349,0.2652948436279585,5.6,0.8328429423027266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.6139705630924304,0.3686461030110865,9.0,1.0345097045736575,1.0,0.0,0.27380952380952384,0.20238095238095238,0.010526315789473684,0.0,1.4
C,0.6893839775947463,0.40497143627497045,7.6,6.249276016929485,1.0,0.5445887445887446,0.0,0.21706349206349204,0.022875816993464054,0.045098039215686274,1.8
D,0.6822655987042866,0.22402892820759254,7.4,1.945393136050186,1.0,0.519018759018759,0.5149999999999999,0.0,0.021637426900584796,0.027192982456140345,2.8
E,0.40763850475636254,0.5989055482946574,18.2,30.39762679368162,1.0,0.9777777777777779,0.8761904761904761,0.9428571428571428,0.0,0.3351909184726522,4.6
F,0.34462449059143074,0.3239483437691594,16.6,16.027988811425562,1.0,1.0,0.9047619047619048,0.9142857142857143,0.2869625042999656,0.0,4.2
