models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6062178014193267,0.6691729235616241,0.00035014292019839693,8,0.019954565956156516,0.0,0.0,0.0,0.0,0.0,0
B,0.48989795701014954,0.42105269003769963,8.980197286721515e-05,12,0.025515428693420307,1.0,0.0,0.3,0.4166666666666667,0.0,1
C,0.5500000057478128,0.5263158204436212,0.00013024270593052378,10,0.02091889417370988,1.0,0.5,0.0,0.16666666666666666,0.0,2
D,0.4898979566678511,0.4210526901574533,8.761703526963408e-05,12,0.02566448693388647,1.0,0.5833333333333334,0.7,0.0,0.0,3
E,0.050000133164928684,0.052632941848555215,0.00016590523892312411,19,0.04401323831282168,1.0,1.0,0.9,0.6666666666666666,0.0,4
