models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.955034833121099,0.009521486495263076,6.8,0.06484868513641431,63.651026654243466,0.0,0.08392857142857144,0.007692307692307693,0.0,0.0,0.1
B,0.963005255078812,0.006127853042189551,7.1,0.06808330541649119,130.88061637878417,0.7968073593073594,0.0,0.22326701076701078,0.05555555555555556,0.0,1.3
C,0.9520269033843161,0.009788151280989003,8.2,0.0715597162998976,68.27991242408753,0.9357142857142857,0.42936507936507934,0.0,0.16603174603174603,0.0,1.8
D,0.962097502197871,0.008666111631725603,7.1,0.06646968980084825,93.18364226818085,0.9071428571428571,0.7293650793650793,0.4813963813963814,0.0,0.0,2.8
E,0.7839150426402114,0.03162372209486083,72.6,0.6424628356098937,105.59162449836731,1.0,1.0,1.0,1.0,0.0,4.0
