models,delta,spacing,onvg,hypervolume,c_1.6.4.0.0.1,c_1.6.4.0.1.1,c_1.6.4.0.2.1,c_1.6.4.0.3.1,c_1.6.4.0.4.1,c_1.6.4.0.5.1,score
1.6.4.0.0.1,0.7977208039777203,0.0001722585718807405,10,0.0557352017580783,0.0,0.4,0.0,0.3333333333333333,1.0,0.5714285714285714,4
1.6.4.0.1.1,0.9102564120968253,0.0001331096834884105,5,0.027888437764478115,0.2,0.0,0.0,0.0,0.625,0.42857142857142855,2
1.6.4.0.2.1,0.8974359038374884,3.182582410678206e-05,5,0.019678374759057912,0.4,1.0,0.0,0.8333333333333334,1.0,1.0,5
1.6.4.0.3.1,0.8871794916792745,0.00016534087862169082,6,0.02987663266143267,0.3,1.0,0.2,0.0,0.875,0.8571428571428571,3
1.6.4.0.4.1,0.8205128313859265,3.318615539965817e-05,8,0.03183422303584192,0.0,0.2,0.0,0.16666666666666666,0.0,0.14285714285714285,0
1.6.4.0.5.1,0.8632478701817734,0.37795554304296874,7,0.03132005770071164,0.1,0.2,0.0,0.0,0.625,0.0,1
