models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8673381094926441,0.7849122873527732,0.40599381542745083,5.3,0.02520737890565685,0.0,0.0,0.0,0.0,0.0,0.0
B,0.4606183608005985,0.5005264211812273,0.06358428350214482,10.8,0.04301020384862021,1.0,0.0,0.23535714285714288,0.2564502164502165,0.005,1.2
C,0.6045907292093641,0.6668755796499536,0.1961919689403562,8.0,0.03483477450977357,1.0,0.5216161616161616,0.0,0.3635894660894661,0.0,2.5
D,0.5178161774920328,0.6027778572145961,0.17131635799005812,9.1,0.04151617824564176,1.0,0.576025641025641,0.3893650793650794,0.0,0.0,2.3
E,0.08856257492112861,0.08362917379800046,0.000500892203964256,18.5,0.09586917582167433,1.0,0.9797979797979798,0.9875,0.9746031746031745,0.0,4.0
