models,delta,spacing,nds,c_1.0.2.0.0.1,c_1.0.2.0.1.1,c_1.0.2.0.2.1,c_1.0.2.0.3.1,c_1.0.2.0.4.1,c_1.0.2.0.5.1
1.0.2.0.0.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
1.0.2.0.1.1,0.0,0.0,2,0.5,0.0,0.5,0.6666666666666666,1.0,0.0
1.0.2.0.2.1,0.0,0.0,2,0.5,0.0,0.0,0.6666666666666666,1.0,0.0
1.0.2.0.3.1,0.5000012985221549,0.5788931474656878,3,0.5,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.1,inf,inf,1,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
1.0.2.0.5.1,inf,inf,1,0.5,0.5,1.0,0.6666666666666666,1.0,0.0
