models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.04378787786686504,0.7542703624263792,0.022963512514683204,10,0.8415657965503647,34.025155544281006,0.0,0.0,0.125,0.0,0.0,0.15,0
Prufer,0.04246597692227618,0.8602480487733916,0.010456131735477365,6,0.6308850205707938,19.534590482711792,0.4,0.0,0.375,0.3333333333333333,0.5555555555555556,0.0,2
NetKeys,0.03953319760994463,0.7946845400740122,0.007620072762252253,8,0.6773637284648544,24.997674226760864,0.5,0.5,0.0,0.2222222222222222,0.5555555555555556,0.0,3
Prim,0.03230240089784591,0.7797857123869802,0.016896183511883472,9,0.6785147960203941,17.32039499282837,0.6,0.5,0.5,0.0,0.5555555555555556,0.0,4
Kruskal,0.03557329647845119,0.7656381966841497,0.00033252222554106816,9,0.6775696022808939,22.458073377609253,0.6,0.5,0.25,0.3333333333333333,0.0,0.0,1
GPrim,0.00046966889792672214,0.5378228269451942,0.05003531477436577,20,0.8833643789385244,23.805128812789917,0.7,0.6666666666666666,0.75,0.8888888888888888,0.6666666666666666,0.0,5
