models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.04444555748302474,0.8667370807864315,0.027916478878681858,6,0.6761841029431431,29.787209033966064,0.0,0.3,0.1,0.1111111111111111,0.6666666666666666,0.0,1
NetKeys,0.0381577088449897,0.7503168779315983,0.022236640302847114,10,0.8097418329624011,34.53757429122925,0.5,0.0,0.1,0.0,0.8333333333333334,0.0,2
Prim,0.0261082127028616,0.7623525514157371,0.016564884717493213,10,0.7232166331743939,19.51697301864624,0.8333333333333334,0.5,0.0,0.1111111111111111,0.6666666666666666,0.0,3
Kruskal,0.03229472810765571,0.7796202774234761,0.006572345361098052,9,0.6786204787361908,31.604825973510742,0.6666666666666666,0.6,0.2,0.0,0.6666666666666666,0.0,4
HMOEA,0.026575062843656315,0.6995580823478564,0.017834089783680847,12,0.8453141196301133,41.20378875732422,0.0,0.1,0.1,0.0,0.0,0.05,0
GPrim,0.00012533578808590615,0.537052258397195,0.04911058305124417,20,0.8842265728973535,27.40780258178711,1.0,0.9,0.7,0.4444444444444444,0.9166666666666666,0.0,5
