models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9478530848789962,0.017352448741634243,5,0.06032635528229377,0.0,0.0,0.0,0.0,0.0,0
B,0.9437485327915497,0.007121501236412813,9,0.07979983628203746,1.0,0.0,0.5555555555555556,0.3,0.0,2
C,0.9445364637511233,0.005788832063320359,9,0.07490566144625967,1.0,0.2222222222222222,0.0,0.3,0.0,1
D,0.9025640076788243,0.010885421006205664,20,0.21287544486278098,1.0,0.4444444444444444,0.5555555555555556,0.0,0.0,3
E,0.9438823298620584,0.06516866068522306,66,0.8150084769309458,1.0,1.0,1.0,1.0,0.0,4
