models,delta,spacing,nds,c_1.2.7.0.2.0,c_1.2.7.0.2.1,c_1.2.7.0.2.2,c_1.2.7.0.2.3,score
1.2.7.0.2.0,3.866691273625279e-05,0.006059665248970353,10,0.0,0.6,0.1111111111111111,0.4444444444444444,1
1.2.7.0.2.1,0.19752520794670544,0.31504066574906225,10,0.4,0.0,0.3333333333333333,0.4444444444444444,0
1.2.7.0.2.2,4.270600820791004e-05,0.006335292841506123,9,0.8,0.6,0.0,0.6666666666666666,3
1.2.7.0.2.3,4.25851058543647e-05,0.0063750575070964325,9,0.5,0.5,0.3333333333333333,0.0,2
