models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9695359808019417,0.7894736909205744,0.0002459205152810563,5,0.013154929180458153,0.0,0.0,0.0,0.0,0.0,0
B,0.8660254099563727,0.7192982637644306,9.93400511668479e-05,7,0.01696768253158928,1.0,0.0,0.3,0.18181818181818182,0.0,1
C,0.3937004132838777,0.5847953493167541,0.31621827612092784,10,0.02173425714015273,1.0,0.42857142857142855,0.0,0.2727272727272727,0.05,2
D,0.6020797349993661,0.4736842567073108,0.00018624583615987187,11,0.027226867655082754,1.0,0.5714285714285714,0.4,0.0,0.0,3
E,7.196124137237057e-05,6.519243317489205e-06,0.0004584255563580606,20,0.0628787743485631,1.0,0.8571428571428571,0.5,1.0,0.0,4
