models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8587782087926714,0.73684211747797,0.00016203249261855762,6,0.01210521463743964,0.0,0.0,0.0,0.0,0.0,0
B,0.8440971742179997,0.4736869840958523,0.0005808788643916911,11,0.0451529310886069,1.0,0.0,0.375,0.18181818181818182,0.1,2
C,0.6538348462314987,0.6691729448774909,0.35352241509441384,8,0.0192948193722412,1.0,0.36363636363636365,0.0,0.2727272727272727,0.05,1
D,0.4924429011753334,0.5157895077404329,0.3014878817010662,11,0.027209854118975356,1.0,0.6363636363636364,0.5,0.0,0.05,3
E,0.00019241476624124753,6.257597883933923e-06,0.00045855760305229994,20,0.06292025684495849,1.0,0.7272727272727273,0.75,0.6363636363636364,0.0,4
