models,delta,spacing,nds,hypervolume,c_1.2.7.0.1.0,c_1.2.7.0.1.1,c_1.2.7.0.1.2,c_1.2.7.0.1.3,score
1.2.7.0.1.0,3.009865478081908e-05,0.005441369080506891,13,1.9688624517187172,0.0,0.6153846153846154,0.38461538461538464,0.0,1
1.2.7.0.1.1,3.0057395541923288e-05,0.005430597624540692,13,1.9703615756124273,0.38461538461538464,0.0,0.38461538461538464,0.38461538461538464,0
1.2.7.0.1.2,2.9726016784784964e-05,0.005367645881338895,13,1.971370879574641,0.6153846153846154,0.5384615384615384,0.0,0.6153846153846154,3
1.2.7.0.1.3,3.009865478081908e-05,0.005441369080506891,13,1.9688624517187172,0.0,0.6153846153846154,0.38461538461538464,0.0,1
