models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8174099484083253,0.02081036419752217,8,0.8775403912167319,81.7461485862732,0.0,0.5555555555555556,0.09090909090909091,0.08333333333333333,0.25,0.0,1
Prufer,0.8878839105397769,0.012986787818652666,9,0.7692376589669857,27.741475820541382,0.25,0.0,0.09090909090909091,0.0,0.0,0.0,0
NetKeys,0.8447568190185202,0.010674844616142775,11,0.7972763128706096,39.388455390930176,0.5,0.8888888888888888,0.0,0.25,0.0,0.0,2
Prim,0.8566484894205694,0.01188063397655252,12,0.7982480972468556,29.34442710876465,0.625,1.0,0.6363636363636364,0.0,0.25,0.0,3
Kruskal,0.8323174503051869,0.014344084409860626,12,0.8840950136306708,33.55412793159485,0.75,1.0,0.9090909090909091,0.5,0.0,0.0,4
GPrim,0.6006796753263487,0.036421053965416714,38,0.9287053840104902,41.95329928398132,1.0,1.0,1.0,0.9166666666666666,1.0,0.0,5
