models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9024157387269051,0.06998627495747595,6,0.16850967840183936,0.0,0.0,0.0,0.0,0.0,0
B,0.8722913999343408,0.00409771184917455,11,0.17528003972186584,1.0,0.0,0.125,0.25,0.0,1
C,0.9237763152637122,0.02761081080417936,8,0.16178259591069516,1.0,0.5454545454545454,0.0,0.125,0.0,2
D,0.8939839152292565,0.021594182593859094,8,0.1486041233046153,1.0,0.2727272727272727,0.375,0.0,0.0,3
E,0.9164590450943289,0.10995898177854015,23,0.6826555499425994,1.0,1.0,1.0,1.0,0.0,4
