models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8947368281381707,0.5770100368432418,3,0.008862935518004007,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.47368426579581957,8.000909036196253e-05,11,0.02419087563256054,1.0,0.0,0.16666666666666666,0.35714285714285715,0.1,0.0,1
C,0.4210526713065441,7.43333213628337e-05,12,0.02342186598352774,1.0,0.45454545454545453,0.0,0.5,0.15,0.05,4
D,0.31578953721541503,0.00012567331731842032,14,0.030988825223583462,1.0,0.5454545454545454,0.08333333333333333,0.0,0.05,0.0,2
E,6.122315167406144e-06,0.00045912168825082514,20,0.06292182123966514,1.0,0.6363636363636364,0.08333333333333333,0.6428571428571429,0.0,0.0,3
F,6.466026907469922e-06,0.0004577188256650467,20,0.06288968298732145,1.0,0.9090909090909091,0.4166666666666667,0.7142857142857143,0.4,0.0,5
