models,delta,spacing,nds,c_1.0.2.0.0.1,c_1.0.2.0.1.1,c_1.0.2.0.2.1,c_1.0.2.0.3.1,c_1.0.2.0.4.1,c_1.0.2.0.5.1
1.0.2.0.0.1,0.27777777107952684,0.37803260258464483,7,0.0,0.2222222222222222,0.18181818181818182,0.4,0.0,0.0
1.0.2.0.1.1,0.6562499462759702,0.0005336500614011061,9,0.5714285714285714,0.0,0.0,0.2,0.0,0.1111111111111111
1.0.2.0.2.1,2.7532959467890805e-08,0.00016628350626472752,11,0.7142857142857143,1.0,0.0,1.0,0.16666666666666666,0.6666666666666666
1.0.2.0.3.1,9.166552240714844e-08,0.00014330280568847242,10,0.42857142857142855,0.5555555555555556,0.0,0.0,0.0,0.2222222222222222
1.0.2.0.4.1,2.0753674334628158e-07,0.0004214149605813993,6,0.7142857142857143,0.7777777777777778,0.45454545454545453,0.8,0.0,0.5555555555555556
1.0.2.0.5.1,0.2187499535416949,0.0006201895543651889,9,1.0,0.6666666666666666,0.18181818181818182,0.7,0.16666666666666666,0.0
