Instance,"1.6.9.0.4.0_(0.9, 0.1)-mean","1.6.9.0.4.0_(0.9, 0.1)-std","1.6.9.0.4.1_(0.8, 0.2)-mean","1.6.9.0.4.1_(0.8, 0.2)-std","1.6.9.0.4.2_(0.8, 0.1)-mean","1.6.9.0.4.2_(0.8, 0.1)-std","1.6.9.0.4.3_(0.7, 0.2)-mean","1.6.9.0.4.3_(0.7, 0.2)-std"
small_ga-dem1_r25_1_0,33.8,2.2715633383201093,24.8,1.32664991614216,34.4,0.4898979485566356,35.0,0.0
small_ga-dem4_r25_1_40,20.0,1.6733200530681511,15.1,2.4269322199023193,19.7,1.345362404707371,19.0,1.0954451150103321
small_no-dem2_r25_1_40,8.8,0.4,6.4,1.8,8.8,0.4,9.1,0.3
small_no-dem3_r25_1_0,25.8,0.8717797887081348,19.1,1.1357816691600546,26.6,1.2806248474865698,27.2,0.7483314773547883
small_uu-dem4_r25_1_0,18.6,1.42828568570857,10.9,1.57797338380595,18.6,1.7435595774162695,19.8,0.8717797887081347
