models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0_0.05,c_1.6.1.0.4.1_0.1,c_1.6.1.0.4.2_0.15,c_1.6.1.0.4.3_0.2,c_1.6.1.0.4.4_0.3,c_1.6.1.0.4.5_0.4,c_1.6.1.0.4.6_0.5,score
1.6.1.0.4.0_0.05,0.7948718117596711,0.00019852056868233006,9,0.04298284222286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.1_0.1,0.7948718086423662,2.643860431228316e-05,9,0.03418006609969085,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,6
1.6.1.0.4.2_0.15,0.7948718117596711,0.00019852056868233006,9,0.04298284222286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.3_0.2,0.7948718117596711,0.00019852056868233006,9,0.04298284222286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.4_0.3,0.7948718117596711,0.00019852056868233006,9,0.04298284222286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.5_0.4,0.7948718117596711,0.00019852056868233006,9,0.04298284222286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.6_0.5,0.7948718117596711,0.00019852056868233006,9,0.04298284222286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
