models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8410256453905064,1.0955410240154895,6,0.05490257089579129,0.0,0.0,0.0,0.0,0.0,0
B,0.7743589961461632,0.3015039378292681,11,0.05693892145844966,1.0,0.0,0.35714285714285715,0.5333333333333333,0.0,2
C,0.7080868116452019,8.166446650342702e-05,14,0.07662817522911598,1.0,0.5454545454545454,0.0,0.6,0.0,3
D,0.6630036939615084,0.0001130859006951771,15,0.0732213910515831,1.0,0.36363636363636365,0.35714285714285715,0.0,0.0,1
E,0.12820758141927835,0.0006972233766982817,35,0.2587612096311519,1.0,1.0,1.0,1.0,0.0,4
