models,delta,spacing,nds,c_1.0.2.0.0.1,c_1.0.2.0.1.1,c_1.0.2.0.2.1,c_1.0.2.0.3.1,c_1.0.2.0.4.1,c_1.0.2.0.5.1
1.0.2.0.0.1,1.598273731880558e-08,7.189861223232627e-05,7,0.0,0.2,0.375,0.2,0.07142857142857142,0.4
1.0.2.0.1.1,0.1975308521806756,0.31616872830271486,10,0.7142857142857143,0.0,0.75,0.6,0.42857142857142855,0.6
1.0.2.0.2.1,1.9099448181744298e-08,0.00012332729383321162,8,0.5714285714285714,0.2,0.0,0.2,0.14285714285714285,0.4
1.0.2.0.3.1,1.3463069678840452e-07,0.00035266171899774046,10,0.7142857142857143,0.3,0.75,0.0,0.35714285714285715,0.4
1.0.2.0.4.1,1.0532568011090149e-06,0.0010149808414184733,14,0.5714285714285714,0.4,0.75,0.5,0.0,0.7
1.0.2.0.5.1,0.5185185016017035,0.6324028943452541,10,0.42857142857142855,0.3,0.375,0.5,0.21428571428571427,0.0
