models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.12820714187783372,0.0006957817064222294,35,0.25898442444221803,0.0,0.16,0.14705882352941177,0.3142857142857143,0
"1.6.9.0.4.1_(0.8, 0.2)",0.38461542625190037,1.4265274402792965e-05,25,0.09563465372004475,0.2,0.0,0.11764705882352941,0.08571428571428572,1
"1.6.9.0.4.2_(0.8, 0.1)",0.1779348226235628,0.0007058440236559356,34,0.2590697762564234,0.4857142857142857,0.24,0.0,0.3142857142857143,3
"1.6.9.0.4.3_(0.7, 0.2)",0.12820662918783302,0.0007013644936031475,35,0.25956833267612167,0.37142857142857144,0.32,0.2647058823529412,0.0,2
