models,delta,spacing,onvg,hypervolume,c_1.6.2.0.4.0_0.05,c_1.6.2.0.4.1_0.1,c_1.6.2.0.4.2_0.15,c_1.6.2.0.4.3_0.2,c_1.6.2.0.4.4_0.3,c_1.6.2.0.4.5_0.4,c_1.6.2.0.4.6_0.5,c_1.6.2.0.4.7_0.6,score
1.6.2.0.4.0_0.05,0.9743589640652892,0.0,2,0.02617639675089377,0.0,0.2,0.0,0.0,0.0,0.25,0.14285714285714285,0.0,0
1.6.2.0.4.1_0.1,0.923076950903468,0.00012133263720441392,5,0.05881389894597704,0.5,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,1
1.6.2.0.4.2_0.15,0.9230769610765249,0.000358206872018192,4,0.041962116105295946,1.0,0.6,0.0,0.2,0.2,0.5,0.2857142857142857,0.4,3
1.6.2.0.4.3_0.2,0.8974359507149345,0.00046534118525122487,5,0.05512912019241441,1.0,0.8,0.75,0.0,0.4,0.5,0.42857142857142855,0.6,6
1.6.2.0.4.4_0.3,0.8974359620375598,0.0006242863538255275,5,0.07615436757544658,1.0,0.8,0.75,0.4,0.0,0.5,0.2857142857142857,0.4,5
1.6.2.0.4.5_0.4,0.9230769495386918,0.00019031134194315375,4,0.03334329166140747,0.5,0.6,0.0,0.2,0.0,0.0,0.0,0.0,2
1.6.2.0.4.6_0.5,0.8632479000286812,0.00044874181469303635,7,0.08124595707132108,0.5,0.8,0.5,0.2,0.2,0.75,0.0,0.4,4
1.6.2.0.4.7_0.6,0.8974359734082653,0.0010381698739626154,5,0.09275096041006492,1.0,0.8,0.5,0.4,0.4,1.0,0.7142857142857143,0.0,5
