models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8902247305061719,0.8421052156467274,0.8942656830741982,5,0.029770113384756353,0.0,0.0,0.0,0.0,0.0,0
B,0.46097723955461356,0.47368432433782126,0.00012758539812028226,11,0.04089702526700893,1.0,0.0,0.09090909090909091,0.3,0.0,1
C,0.46097724177010874,0.47368432975628944,9.269466649531978e-05,11,0.040394903255187256,1.0,0.9090909090909091,0.0,0.5,0.0,3
D,0.396862715169916,0.6140351612259967,0.674970863754879,10,0.04888466761985081,1.0,0.6363636363636364,0.36363636363636365,0.0,0.0,2
E,0.0002565061559182092,6.946928617717205e-06,0.0009103232971628628,20,0.12680786083724574,1.0,1.0,1.0,1.0,0.0,4
