models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.564102641135259,0.0002971298494191742,18,0.10978000915113803,0.0,0.4,0.6470588235294118,0.3157894736842105,2
"1.6.9.0.4.1_(0.8, 0.2)",0.7692307835618085,5.534094880054983e-05,10,0.03980208806518011,0.2222222222222222,0.0,0.35294117647058826,0.21052631578947367,1
"1.6.9.0.4.2_(0.8, 0.1)",0.5897436475024177,0.00014777859108138,17,0.08636256239858794,0.2222222222222222,0.2,0.0,0.2631578947368421,0
"1.6.9.0.4.3_(0.7, 0.2)",0.5612538899681887,0.0009309865666017349,19,0.1982242880970551,0.5555555555555556,0.4,0.5294117647058824,0.0,3
