models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.789473684637958,0.8944195696505641,5,0.01634436564192178,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.3157895463464154,0.00011236226329209503,14,0.029924678273502862,1.0,0.0,0.2,0.125,0.05,0.1,1
C,0.26315795468737424,0.00021024385645966492,15,0.034716192072930384,1.0,0.7142857142857143,0.0,0.4375,0.05,0.1,3
D,0.21052640005458825,6.764430892344815e-05,16,0.033434962598720634,1.0,0.5,0.2,0.0,0.1,0.15,2
E,6.076558188613474e-06,0.0004593845751952593,20,0.06294471227363882,1.0,0.8571428571428571,0.3333333333333333,0.5625,0.0,0.3,5
F,6.002764594729275e-06,0.00045888325357125133,20,0.06294223300465979,1.0,0.8571428571428571,0.26666666666666666,0.5625,0.15,0.0,4
