models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9708244015551054,0.8596491273654402,0.0001063635700733654,4,0.009083107184122221,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.48218254404687844,0.4641148830308361,0.00017882204442136085,12,0.032120783345123693,1.0,0.0,0.15384615384615385,0.25,0.0,0.05,1
C,0.3872983433501957,0.3684211354474768,0.00032782597793199885,13,0.03426355241864398,1.0,0.5833333333333334,0.0,0.3125,0.1,0.05,3
D,0.158113908138443,0.2105263898760511,0.00011730282322449465,16,0.034804050788309934,1.0,0.5833333333333334,0.3076923076923077,0.0,0.0,0.0,2
E,6.642478920621446e-05,6.45692034127391e-06,0.00045651760535480885,20,0.06287383804181669,1.0,0.8333333333333334,0.6153846153846154,0.5625,0.0,0.1,4
F,6.618376194109248e-05,6.5581329727079846e-06,0.0004584438850891338,20,0.06287907344924162,1.0,0.9166666666666666,0.6923076923076923,0.5,0.25,0.0,5
