models,delta,spacing,onvg,hypervolume,c_1.6.6.0.4.0,c_1.6.6.0.4.1,c_1.6.6.0.4.2,c_1.6.6.0.4.3,c_1.6.6.0.4.4,c_1.6.6.0.4.5,c_1.6.6.0.4.6,c_1.6.6.0.4.7,score
1.6.6.0.4.0,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.1,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.2,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.3,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.4,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.5,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.6,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.7,0.9230769264820458,0.00011485541929276965,4,0.014763308115039335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
