models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7448120361462159,0.43012504035202614,5.5,0.01504129747743518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.4791185590026516,0.02898728905833641,11.3,0.02660357667430205,1.0,0.0,0.2836630036630037,0.29664952694364455,0.095,0.049999999999999996,1.6
C,0.3649123314415031,0.027821602756243496,13.2,0.028088943778119414,1.0,0.36654345654345655,0.0,0.15106540518305225,0.045,0.05,1.9
D,0.342105331523218,0.00011608252723373175,13.5,0.029630070695180987,1.0,0.4333194583194583,0.3623992673992674,0.0,0.10500000000000001,0.08499999999999999,2.6
E,6.333974316952483e-06,0.0004575432322412448,20.0,0.06287726309630792,1.0,0.6202819402819403,0.43893772893772887,0.40544220485396953,0.0,0.175,4.1
F,6.3582454607437565e-06,0.0004580043869641725,20.0,0.06291294443794063,1.0,0.6509540459540459,0.47615384615384615,0.41608323049499524,0.22000000000000003,0.0,4.5
