models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.923914396069304,0.005577105242472473,6,0.08079774269295341,24.76991295814514,0.0,0.0,0.0,0.0,0.0,0
B,0.9222825856839773,0.007176734477886052,6,0.07328042495557818,23.63423180580139,1.0,0.0,0.14285714285714285,0.5,0.0,1
C,0.9195774164702984,0.009170848261044145,7,0.10812912910703569,28.075412273406982,1.0,0.3333333333333333,0.0,0.375,0.0,3
D,0.8986625981594991,0.009657311827205289,8,0.10750058422758697,33.55574893951416,1.0,0.5,0.14285714285714285,0.0,0.0,1
E,0.7340274277274563,0.019220174151919102,21,0.3281322772080483,41.14955544471741,1.0,1.0,1.0,1.0,0.0,4
