models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9667640619631551,0.004077307999859316,9,0.04159940520903008,0.0,0.0,0.0,0.0,0.0,0
B,0.8658463414272384,0.00774669899359397,24,0.19675650992243246,0.5555555555555556,0.0,0.0,0.0,0.0,1
C,0.9699549184312362,0.004524848763450742,11,0.0518320260266166,1.0,0.5416666666666666,0.0,0.3125,0.0,3
D,0.9647199412889318,0.007588364636016702,16,0.10591136572159994,1.0,1.0,0.0,0.0,0.0,2
E,0.7681342926174537,0.0024064434086636124,97,0.36949120773934396,1.0,1.0,1.0,1.0,0.0,4
