Instance,1.6.1.0.4.0_0.05-mean,1.6.1.0.4.0_0.05-std,1.6.1.0.4.1_0.1-mean,1.6.1.0.4.1_0.1-std,1.6.1.0.4.2_0.15-mean,1.6.1.0.4.2_0.15-std,1.6.1.0.4.3_0.2-mean,1.6.1.0.4.3_0.2-std,1.6.1.0.4.4_0.3-mean,1.6.1.0.4.4_0.3-std,1.6.1.0.4.5_0.4-mean,1.6.1.0.4.5_0.4-std,1.6.1.0.4.6_0.5-mean,1.6.1.0.4.6_0.5-std
small_ga-dem1_r25_1_0,0.791,0.037,\textbf{0.788},0.067,0.791,0.037,0.791,0.037,0.791,0.037,0.791,0.037,0.791,0.037
small_ga-dem4_r25_1_40,0.889,0.026,\textbf{0.869},0.035,0.889,0.026,0.889,0.026,0.889,0.026,0.889,0.026,0.889,0.026
small_no-dem2_r25_1_40,0.921,0.033,\textbf{0.919},0.037,0.921,0.033,0.921,0.033,0.921,0.033,0.921,0.033,0.921,0.033
small_no-dem3_r25_1_0,\textbf{0.78},0.049,0.812,0.049,\textbf{0.78},0.049,\textbf{0.78},0.049,\textbf{0.78},0.049,\textbf{0.78},0.049,\textbf{0.78},0.049
small_uu-dem4_r25_1_0,0.827,0.033,\textbf{0.804},0.024,0.827,0.033,0.827,0.033,0.827,0.033,0.827,0.033,0.827,0.033
