models,delta,spacing,nds,c_1.0.1.0.4.0,c_1.0.1.0.4.1,c_1.0.1.0.4.2,c_1.0.1.0.4.3,c_1.0.1.0.4.4,c_1.0.1.0.4.5,c_1.0.1.0.4.6,c_1.0.1.0.4.7
1.0.1.0.4.0,0.612244882654181,0.7745642728783423,15,0.0,0.8571428571428571,0.9333333333333333,1.0,1.0,1.0,1.0,1.0
1.0.1.0.4.1,0.532544374702772,0.3631383301598006,14,0.06666666666666667,0.0,0.7333333333333333,0.8571428571428571,1.0,0.9333333333333333,1.0,0.8
1.0.1.0.4.2,0.3367346115094953,0.000532390868968577,15,0.06666666666666667,0.14285714285714285,0.0,0.7142857142857143,0.8181818181818182,0.9333333333333333,0.9090909090909091,0.9
1.0.1.0.4.3,0.5325443892095827,0.5789853430189588,14,0.0,0.07142857142857142,0.3333333333333333,0.0,0.5454545454545454,0.8666666666666667,0.8181818181818182,0.7
1.0.1.0.4.4,0.41999994868442236,0.0005018789327238908,11,0.0,0.0,0.13333333333333333,0.35714285714285715,0.0,0.6666666666666666,0.7272727272727273,0.7
1.0.1.0.4.5,0.5612244552743314,0.35183281361497626,15,0.0,0.0,0.06666666666666667,0.14285714285714285,0.18181818181818182,0.0,0.7272727272727273,0.7
1.0.1.0.4.6,0.4199999886652163,0.40447624985135955,11,0.0,0.0,0.06666666666666667,0.14285714285714285,0.36363636363636365,0.2,0.0,0.5
1.0.1.0.4.7,0.7407406441393956,0.9485628758530028,10,0.0,0.07142857142857142,0.06666666666666667,0.21428571428571427,0.36363636363636365,0.2,0.5454545454545454,0.0
