models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.9077467124317647,0.03300444836239129,4,0.7103491633248196,356.61966347694397,0.0,0.0,0.0,0.0,0.0,0.0,0
Prufer,0.9755900734202735,0.04247863272227193,4,0.6313443957673293,105.2163462638855,0.25,0.0,0.0,0.0,0.0,0.0,1
NetKeys,0.9880383500428441,0.0,2,0.6667340394838588,161.3148365020752,0.25,1.0,0.0,0.6666666666666666,0.0,0.0,3
Prim,0.987664188149735,0.011547005383792525,3,0.6739325631096871,107.53623628616333,0.25,1.0,0.0,0.0,0.0,0.0,2
Kruskal,1.0,inf,1,0.74505332602387,119.51499247550964,0.75,1.0,0.0,1.0,0.0,0.0,3
GPrim,0.950232714343563,0.07578205134259236,6,0.8988259018403598,233.39984679222107,1.0,1.0,1.0,1.0,1.0,0.0,5
