models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1
1.0.4.0.0.1,0.0,0.0,2,0.0,1.0,1.0,0.0,1.0,0.0
1.0.4.0.1.1,inf,inf,1,0.0,0.0,0.0,0.0,0.0,0.0
1.0.4.0.2.1,inf,inf,1,0.0,1.0,0.0,0.0,1.0,0.0
1.0.4.0.3.1,0.0,0.0,2,0.5,1.0,1.0,0.0,1.0,0.0
1.0.4.0.4.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
1.0.4.0.5.1,inf,inf,1,0.0,1.0,1.0,0.0,1.0,0.0
