Instance,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn7,0.8487520363133768,0.0,0.9071024663364148,0.0,0.8413622917631022,0.0,0.8369097611596078,0.0,0.5995912401726756,0.0
NIn8,0.8798831716304336,0.0,0.8791806707625556,0.0,0.8807119725348437,0.0,0.91317531472169,0.0,0.6904421546741275,0.0
NIn9,0.9350017376716848,0.0,0.9665656577954046,0.0,0.955948315756843,0.0,0.9382943930551598,0.0,0.7291384578589083,0.0
NIn10,0.9409333754803672,0.0,0.9410390216194008,0.0,0.9505901078844856,0.0,0.97650132178323,0.0,0.7915857856884477,0.0
NIn11,0.9573275304516172,0.0,0.9510976856580168,0.0,0.97612177494605,0.0,0.9589572025706598,0.0,0.7644295805070979,0.0
NIn12,0.9602782833958524,0.0,0.9580458333724894,0.0,0.9589931124413688,0.0,0.938590221536086,0.0,0.8114303282374895,0.0
NIn13,0.9390371427963068,0.0,0.9298741362495352,0.0,0.912871611332808,0.0,0.9083289871528706,0.0,0.9415391345663704,0.0
NIn14,0.970943240765452,0.0,0.9665606109547528,0.0,0.8870576245208766,0.0,0.9576395164252448,0.0,0.9689427944795904,0.0
NIn15,0.9755900734202736,0.0,0.988038350042844,0.0,0.987664188149735,0.0,1.0,0.0,0.950232714343563,0.0
NIn16,0.9092430553635336,0.0,1.0001893105457222,0.0,0.9770182889851928,0.0,0.9654768903023252,0.0,0.9770687499004302,0.0
NIn17,0.9646013881774352,0.0,0.986833703534232,0.0,0.981727470215698,0.0,0.992430475126625,0.0,0.9488230396819848,0.0
NIn18,0.9463653137876996,0.0,0.985569699028168,0.0,0.9948631395901192,0.0,0.9944618414856424,0.0,0.9494594352924636,0.0
