Instance,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn7,0.7650925336981567,0.0,0.7521361974349802,0.0,0.7566408968714604,0.0,0.8446258506576787,0.0,0.9305998321729514,0.0
NIn8,0.7116973536292663,0.0,0.7649533011437643,0.0,0.7636199335650814,0.0,0.8058354857827846,0.0,0.905587013517964,0.0
NIn9,0.732114472688971,0.0,0.8015877958846939,0.0,0.7465843766168002,0.0,0.8965972534548106,0.0,0.9667300386987232,0.0
NIn10,0.7520601062416075,0.0,0.8476597931552324,0.0,0.7492201569454037,0.0,0.8786778946965881,0.0,0.966992155394928,0.0
NIn11,0.6005539649096459,0.0,0.7035970630429146,0.0,0.6059119689403527,0.0,0.7537988328528862,0.0,0.7921018363995201,0.0
NIn12,0.7590441163014255,0.0,0.789416893251966,0.0,0.7418642029765955,0.0,0.931194393859466,0.0,0.943861298614716,0.0
NIn13,0.721961012209621,0.0,0.7175894405719743,0.0,0.7202693270363999,0.0,0.7920401672887606,0.0,0.8424533296449042,0.0
NIn14,0.6537120299513679,0.0,0.7623751024399343,0.0,0.6821994524842758,0.0,0.7524784032267345,0.0,0.8793294540264306,0.0
NIn15,0.6313443957673293,0.0,0.6667340394838588,0.0,0.6739325631096871,0.0,0.74505332602387,0.0,0.8988259018403598,0.0
NIn16,0.7349266725317144,0.0,0.8132427034139289,0.0,0.759533190911862,0.0,0.8221381242871959,0.0,0.9584413623005696,0.0
NIn17,0.5780662958444817,0.0,0.7124985570678497,0.0,0.6099923327061355,0.0,0.7258379428559795,0.0,0.8073252999854166,0.0
NIn18,0.5554799086356088,0.0,0.6870309049819369,0.0,0.5643312236317114,0.0,0.6852698562426532,0.0,0.8062638925806788,0.0
