models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6123724404370767,0.6842105407907846,0.8366415508794651,5,0.01691945094358425,0.0,0.0,0.0,0.0,0.0,0
B,0.6020797376846303,0.47368425804135583,0.00013349194987157743,11,0.025388215220043926,1.0,0.0,0.5,0.5833333333333334,0.0,3
C,0.5147815131223648,0.5672514903776354,9.970272168347366e-05,10,0.022503945709164884,1.0,0.2727272727272727,0.0,0.3333333333333333,0.0,1
D,0.48989795654709517,0.4210526897849069,9.683378485341482e-05,12,0.025934988074622085,1.0,0.36363636363636365,0.6,0.0,0.0,2
E,0.00019287433408432766,5.960005673559605e-06,0.00045808715762262674,20,0.06297077697842021,1.0,0.7272727272727273,0.9,0.9166666666666666,0.0,4
